-35.2047910814	-2.6729108522	150.7770214645
0.3793927410	-23.6911598788	153.0320782515
14.7572051756	-22.8923569305	152.4414538726
0.3753758978	-22.7069801013	153.1812133286
3.7524669585	-24.3323463123	152.8858655464
3.8607843258	-22.1321127200	153.2171527609
14.7395759641	-23.8613333469	152.2944964223
18.1129159361	-34.6926878581	149.8284741119
-10.6000180324	-19.3840647118	153.2714246759
11.5286645443	-22.1678058781	152.8264055901
15.9712688567	-34.6681906290	150.0775369562
11.4016642003	-24.3696634502	152.5003394291
-36.7398357488	-2.9632493183	150.4049054780
39.8247813048	-1.8916720478	149.6350237749
3.7950195115	32.6785352123	151.3206632701
-1.9855149725	-25.0033540481	152.8107391051
0.9752266902	-24.9945254237	152.8219702823
-9.4262882980	-24.8242095702	152.5619076878
-5.4227599575	-21.2597808102	153.2933376359
-0.7063756472	-24.9413141262	152.8321427329
15.6427565540	-8.2934925395	153.8400276850
22.8994234260	-21.9857598485	151.5667336188
18.0366087903	-21.6892715244	152.2645336686
13.9208746291	-34.9841218097	150.2083634156
20.1142282680	-22.9963470370	151.8117841716
23.2534889830	-23.0185854829	151.3593470576
6.9968095782	-36.9707135927	150.2146562802
11.2805000849	-32.7963391841	150.9217758416
16.1475178827	-21.6412456857	152.4832650510
-3.8923053020	-24.9935688425	152.7756637857
16.2906426907	-24.7828043899	151.9890112361
52.3258992571	-9.6315219899	145.4285598509
24.4875143339	-22.9780752884	151.1707698830
-4.0818029591	-21.2815458303	153.3318840323
12.5834054734	-34.6381979447	150.4063998607
19.1323721127	-21.6432254725	152.1372902930
6.0539982831	-25.0612910307	152.6941805239
20.6274066081	-31.9534366241	150.1123577649
10.3569007055	-34.7275456265	150.5555185031
19.4262641655	-34.9382301869	149.6067254544
-9.2336517684	-21.1451246942	153.1269256072
25.6974029630	-21.6116884461	151.1714601791
16.8556488689	-31.9471443153	150.5838604915
18.1775647730	-32.0175707595	150.4150367178
-11.3815424545	-38.9707333428	149.4388651031
6.4277212332	-21.4342899604	153.2301784338
15.0063552625	-31.9824448997	150.7718955548
22.2736701582	-34.1157388728	149.3995714454
1.1936352021	45.5879062166	147.9883441728
21.8244614520	-32.6516101041	149.7925138622
24.5324087525	-21.9490052085	151.3163377180
34.4599924632	27.8524586811	148.3812031022
1.6837132345	-21.3982107398	153.3607304889
9.2480262764	-25.0391608654	152.5376884654
25.3477900577	-25.0325771359	150.7019959733
-20.4661844024	-2.5326180215	153.4762297920
16.6909444528	-8.3015029311	153.7294031458
10.2027089266	-36.1340296921	150.2347116947
18.3809827847	-24.2553590147	151.8355985932
-28.7948186318	-2.4846058735	152.1345362593
24.2593837442	-23.9439727896	151.0576063514
17.7114861035	-25.6052957736	151.6934542344
53.7634240371	-9.6287563150	144.9034618525
-17.3972919165	-8.8702253258	153.6192868941
13.0651440938	-24.5428207346	152.3390426956
15.8238464366	-36.3049178941	149.7056805531
19.1924164958	-32.3671370587	150.2140191756
-10.9706086580	-31.6901041766	151.1807362470
47.1871780486	41.6915000207	141.4758672815
-31.7919045850	-2.2958445227	151.5395521638
11.8356002118	-36.2134008415	150.0957698816
-34.4049212126	-0.8388981991	150.9828785505
25.6707782875	-32.2175950197	149.2758174738
38.4655328872	-1.9900225384	149.9889147878
9.5482420377	-21.5375554450	153.0529213986
-27.7595676464	-1.8292311562	152.3361161599
7.8324784344	-21.5599180376	153.1471651223
-36.5496640894	-4.0448136121	150.4260399898
23.1153770070	-24.0262718832	151.2238393060
-42.2509282942	-3.5984947347	148.9367042174
24.1148186400	-8.4497168586	152.7328051736
20.5282328093	-22.0391720542	151.8983163900
17.9648156152	-36.2491233995	149.4774177657
26.4614175955	-26.8966291031	150.1885371490
17.1822722920	-11.0622862551	153.5012290208
20.9994529476	-24.6951811746	151.4245784933
64.8827421950	38.0951136366	135.3485280728
23.9488942090	-32.2040669640	149.5646365501
12.7391998935	-42.7114687750	148.3026472804
14.6202893857	-24.8135161540	152.1537660512
53.4274700726	-11.1872123368	144.9157813732
20.7732559834	-34.0449274868	149.6317035841
22.9162801348	-32.8914732467	149.5768266199
39.2209185278	27.4375859974	147.2723001575
23.4687390022	-34.3500453293	149.1627454988
20.7018980774	-35.7771478076	149.2369226431
10.7887885401	31.4091747242	151.2524305729
6.7243029678	-19.2532692031	153.5067664431
34.4395162441	43.1439959248	144.6815375427
14.9533424414	-34.8720784436	150.1351646486
-21.8343509344	-1.2380100568	153.3034912179
-21.8249656915	-2.3327829828	153.2920773078
41.2677073499	44.1030901324	142.5907631654
15.7309167910	-10.6678760894	153.6846337337
-16.5453507630	39.8887281844	148.7123824743
41.3764307994	37.0513411185	144.5524855021
-0.2523445241	40.6475616757	149.4253794416
13.7753325875	-42.4944858052	148.2723536519
20.9376926474	27.9554236047	150.8653017990
-18.0094173426	-11.0601729814	153.4065364638
-28.4060479980	-0.6696632572	152.2264101839
7.7573391121	-19.0474746120	153.4837104387
52.5416806227	-11.2035221530	145.2380282775
-16.4647772008	-6.8174682707	153.8267376217
58.1432279509	41.6114125910	137.3611566450
11.3684279355	33.0679673021	150.8558926725
-1.9413775330	10.9116572356	154.4584046236
2.5648571993	-32.0451216304	151.4818921735
-30.6033680698	-3.2659469860	151.7662657585
11.5585793229	-34.5531408173	150.5081780931
7.6257710452	-1.1570135283	154.6633146705
54.4407389748	38.2584470473	139.8310735803
25.3461065375	-23.5305971214	150.9440884954
50.8055290469	45.2895105934	139.0966944888
79.4671559800	40.6798283161	126.5320301656
-26.2640364039	-0.4789991544	152.6112804507
5.7142675976	30.2173900321	151.7711713557
30.1186510447	38.6967671715	146.8865515932
-30.7947329097	-1.9119741067	151.7506532087
-16.8849771526	-5.8244094311	153.8219937803
38.9540443529	39.7414326430	144.5110131764
23.3225192482	-35.8222813397	148.8390278951
-37.6244690152	-0.9230987742	150.2124468518
-37.7149938066	-2.5636110751	150.1706999040
47.0160300946	40.6676228902	141.8304245634
9.3857909215	34.2132253742	150.7368372611
3.8045688087	23.5322014343	153.0097798216
70.9495641259	39.8817377277	131.7415588012
12.8956934087	-21.5634823851	152.8036298265
-82.9877095802	-12.1415078891	130.1762490396
-37.9251512277	-4.1997737942	150.0809007624
24.1954207526	-25.0654391017	150.8858421008
-27.8858242534	-3.4650467134	152.2846224220
-41.4714305844	-5.5289565115	149.0965561453
14.4326673299	37.2363585905	149.6174578112
39.4187085980	-23.2567586680	147.9375562795
54.3813319691	30.4617085369	141.7567882519
-16.2603765074	-9.3918733625	153.7127998567
37.2078268933	10.7844197846	149.9316706937
48.1611007043	-17.8856251861	146.0850600160
49.5044826341	39.9088996695	141.1977970633
1.0978297682	40.3668641671	149.4976354874
-17.2668802722	-12.0542066374	153.4170229056
38.4360363375	40.6744484415	144.3900700320
17.1494714192	45.9484148786	146.8838683090
-26.4413611649	-3.8991732364	152.5315798025
-68.6063385589	-23.7208663394	136.7871440555
