-0.1300436119	0.0063641743	-0.7059122608	0.0001065978	0.0032494591	0.9999947148	1939.3461126974	0.0770074180	-0.2069814337	-0.0828582279	2068.6249439564	-6.7219387826	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	0.0000000000	20.6863586696	63.4955650402	0.9999999935	0.0000397079	-0.0001067274	-0.0000400545	0.9999947197	-0.0032494548	
-0.1471487946	0.0201593062	-0.7046235758	-0.0003874375	0.0030193500	0.9999953667	1939.3459746504	0.1424400552	0.7509487424	-0.1495168193	2068.6264320284	-6.2459941849	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	0.0000000000	20.6863586696	63.4955650402	0.9999999223	0.0000734475	0.0003872175	-0.0000722780	0.9999954391	-0.0030193783	
-0.1825473635	0.0240898285	-0.6981523292	-0.0008864983	0.0030411642	0.9999949827	1939.3453608155	0.1019129997	1.7189249663	-0.1031306189	2068.6262980090	-6.2911552908	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	-0.0000000000	20.6863586696	63.4955650402	0.9999996058	0.0000525502	0.0008863425	-0.0000498544	0.9999953743	-0.0030412096	
-0.2031047618	0.0391696272	-0.6928986877	-0.0014445168	0.0029009748	0.9999947488	1939.3440757246	0.3268958532	2.8004815528	-0.3400213442	2068.6271330943	-6.0015578431	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	-0.0000000000	0.0000000000	20.6863586696	63.4955650402	0.9999989432	0.0001685598	0.0014440339	-0.0001643698	0.9999957780	-0.0029012152	
-0.2431120542	0.0498474373	-0.6869678812	-0.0021781123	0.0027825584	0.9999937566	1939.3414976265	0.3374132177	4.2231909783	-0.3473704913	2068.6278272960	-5.7568702895	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	0.0000000000	20.6863586696	63.4955650402	0.9999976138	0.0001739830	0.0021776365	-0.0001679225	0.9999961135	-0.0027829307	
-0.2975138415	0.0469290804	-0.6793016439	-0.0026917651	0.0028414801	0.9999923402	1939.3390632827	0.3890957921	5.2191796454	-0.3992134578	2068.6274742187	-5.8790833821	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	0.0000000000	20.6863586696	63.4955650402	0.9999963586	0.0002006325	0.0026912059	-0.0001929839	0.9999959429	-0.0028420098	
-0.3349641639	0.0737994260	-0.6724512221	-0.0036904931	0.0025707762	0.9999898856	1939.3328854303	0.3767198810	7.1561984655	-0.3822070248	2068.6289922291	-5.3194465788	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	0.0000000000	20.6863586696	63.4955650402	0.9999931730	0.0001942510	0.0036900058	-0.0001847628	0.9999966767	-0.0025714756	
-0.3701734336	0.0848139488	-0.6667469030	-0.0046417618	0.0025370221	0.9999860087	1939.3251581168	0.5604364202	9.0005895507	-0.5734334768	2068.6291232075	-5.2508929701	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	0.0000000000	20.6863586696	63.4955650402	0.9999891885	0.0002889822	0.0046410434	-0.0002772037	0.9999967400	-0.0025383360	
-0.4083919215	0.0886801603	-0.6560604177	-0.0055197815	0.0025113860	0.9999816123	1939.3164652395	0.6971334203	10.7030491861	-0.7149238552	2068.6292097955	-5.1991681656	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	0.0000000000	20.6863586696	63.4955650402	0.9999847062	0.0003594683	0.0055188958	-0.0003456016	0.9999967819	-0.0025133317	
-0.4564119693	0.0977100736	-0.6514303593	-0.0064206676	0.0023287423	0.9999766757	1939.3060468765	0.6617959859	12.4503887668	-0.6749725904	2068.6301373610	-4.8217526552	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	0.0000000000	20.6863586696	63.4955650402	0.9999793341	0.0003412470	0.0064198900	-0.0003262887	0.9999972303	-0.0023308852	
-0.5102724328	0.1181791437	-0.6461702282	-0.0073477976	0.0020705504	0.9999708609	1939.2936297260	0.7718259333	14.2483541152	-0.7917882742	2068.6312688257	-4.2891482660	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	-0.0000000000	20.6863586696	63.4955650402	0.9999729313	0.0003979826	0.0073469887	-0.0003827587	0.9999977772	-0.0020734187	
-0.5439312780	0.1295293663	-0.6383837922	-0.0084234188	0.0019947606	0.9999625328	1939.2771750813	0.7871853105	16.3343856347	-0.8048774694	2068.6315809241	-4.1333595081	0.0000000000	0.0000000000	0.0106666667	0.0100000000	2400	1080	0.0000000000	0.0000000000	20.6863586696	63.4955650402	0.9999644467	0.0004059024	0.0084226252	-0.0003890861	0.9999979281	-0.0019981088	
