-32.1466169207	-11.2494032250	120.7551877344
-42.8216187063	-7.5809363573	120.1164888313
-43.9172649446	-11.4630507218	119.7315842844
-44.3066578348	-7.9405665394	120.4270405560
-49.8827636440	-12.3283750362	122.2170431055
-42.2394637943	-8.9126106599	120.7903919944
-39.2090673371	-8.1181227746	121.1009145406
-35.2132369349	-9.2637400116	122.2903400962
-46.0629497028	-11.9777861375	118.6877600857
-49.7611918232	-12.5547184320	124.9909377180
-50.7322738633	-10.0407134307	121.0793659506
-42.6813020687	-8.5565803375	118.1769130893
-36.2232888339	-8.9086006773	120.5828232712
-35.7709827192	-10.3995756808	120.9534930970
-48.1039797503	-7.0804638929	119.6090874592
-44.4587282220	-7.5972951791	118.6242893281
-48.1815868802	-10.1276734308	103.5781522366
-46.1349823287	-8.4623872968	118.5588223151
-47.6845941178	-12.7396138798	126.1906787483
-42.7825966508	-8.2461034008	121.2822536744
-33.2341425477	-13.1413949446	125.9333080331
-37.1664914076	-12.5886333169	122.2400129564
-45.2699626814	-8.7996185065	120.1494917705
-44.4311214451	-9.8720772056	117.5925365242
-50.6445087489	-11.8409998876	117.9092991346
-29.9421466012	-12.0191658629	122.5644772929
-33.9807153731	-10.3422223593	119.6843482981
-39.3076096225	-7.7422465873	118.8930430363
-40.1422056288	-8.9637989469	120.6929930374
-38.3644555952	-7.2829866346	120.0327748883
-42.6552290979	-9.9997205761	118.2518487231
-47.1755086264	-9.8129424866	118.2376725475
-41.7447998747	-12.6164958521	123.0557135696
-47.4539001471	-8.7459725061	120.1957937780
-56.5926021291	-6.8561878408	111.2860426502
-49.6944673021	-14.7172650918	117.1145406054
-30.0914927945	-10.2236828762	117.5672537542
-33.7993886203	-12.7542310829	123.3904971171
-40.6704966906	-10.2040786517	120.0566463508
-55.1657110623	-13.6388922940	112.1598370291
-44.2969951376	-12.2663945359	120.7842773792
-49.8822130894	-9.7553396494	116.3836091599
-51.0323396492	-9.6223549531	116.1296678001
-63.6707974184	1.4071974759	109.4609304910
-54.0727076286	-12.1061496852	115.3243656049
